author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground
Zoom;real_estate_agent;https://www.cian.ru/rent/flat/313438575/;Москва;rent;flat;16;24;2;49.0;145000;0;Хорошевский;Хорошевское шоссе;25Ак2;Полежаевская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/311928041/;Москва;rent;flat;6;6;2;130.0;580000;0;Беговой; 3-я Ямского Поля;9;Белорусская
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312639367/;Москва;rent;flat;5;5;1;13.0;42500;0;Соколиная гора; Буракова;1К2;Сортировочная
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312588322/;Москва;rent;flat;3;6;4;180.0;400000;0;Мещанский;Большой Сергиевский переулок;5;Трубная
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313645015/;Москва;rent;flat;6;31;3;80.0;300000;0;Пресненский;Кудринская площадь;1;Баррикадная
Ма-Трёшка;real_estate_agent;https://www.cian.ru/rent/flat/270452114/;Москва;rent;flat;4;4;1;40.0;44999;0;;;208;Саларьево
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313693155/;Москва;rent;flat;9;50;2;70.0;450000;0;Пресненский;Краснопресненская набережная;14Ак1;Москва-Сити
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/311659963/;Москва;rent;flat;7;8;3;120.0;320000;0;Арбат;переулок Сивцев Вражек;20;Кропоткинская
Ма-Трёшка;real_estate_agent;https://www.cian.ru/rent/flat/302977865/;Москва;rent;flat;2;17;2;55.0;74900;0;Отрадное; Декабристов;28К1;Отрадное
EXCLUSIVE CITY;real_estate_agent;https://www.cian.ru/rent/flat/309119305/;Москва;rent;flat;72;85;3;193.0;700000;0;Пресненский;1-й Красногвардейский проезд;21с2;Москва-Сити
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313389231/;Москва;rent;flat;4;8;3;110.0;780000;0;Якиманка;Софийская набережная;34;Новокузнецкая
ID 54484220;homeowner;https://www.cian.ru/rent/flat/314044825/;Москва;rent;flat;15;25;1;28.0;55000;0;Митино;Муравская ;46к1;Пятницкое шоссе
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/rent/flat/308278496/;Москва;rent;flat;45;78;2;58.0;320000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/309318902/;Москва;rent;flat;10;22;4;191.0;290000;0;Крылатское; Крылатские Холмы;15К2;Крылатское
Urban Heights Moscow City;real_estate_agent;https://www.cian.ru/rent/flat/277993517/;Москва;rent;flat;75;95;-1;55.0;190000;0;Пресненский;набережная Пресненская;12;Деловой центр
EXCLUSIVE CITY;real_estate_agent;https://www.cian.ru/rent/flat/309408223/;Москва;rent;flat;11;79;2;62.0;240000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/310208111/;Москва;rent;flat;3;6;3;85.0;320000;0;Басманный;Малый Златоустинский переулок;8С2;Китай-город
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313852688/;Москва;rent;flat;16;17;1;42.0;44000;0;;;5;Аэропорт Внуково
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/312679316/;Москва;rent;flat;3;6;3;140.0;450000;0;Хамовники;Бутиковский переулок;3;Парк Культуры
EXCLUSIVE CITY;real_estate_agent;https://www.cian.ru/rent/flat/311711895/;Москва;rent;flat;34;73;2;108.5;400000;0;Пресненский;набережная Пресненская;8с1;Деловой центр
Ма-Трёшка;real_estate_agent;https://www.cian.ru/rent/flat/313835804/;Москва;rent;flat;25;32;1;20.0;52000;0;Бутырский; Руставели;14;Бутырская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312588313/;Москва;rent;flat;3;5;4;145.0;500000;0;Хамовники;Пожарский переулок;9;Кропоткинская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/311105120/;Москва;rent;flat;6;6;2;135.0;590000;0;Беговой; 3-я Ямского Поля;9;Белорусская
Life Style;real_estate_agent;https://www.cian.ru/rent/flat/313192487/;Москва;rent;flat;8;9;3;62.8;75000;0;Рязанский;Рязанский проспект;73;Рязанский проспект
ID 52443511;realtor;https://www.cian.ru/rent/flat/312763025/;Москва;rent;flat;8;27;1;45.0;90000;0;Нагорный;Электролитный проезд;7;Нагорная
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313924673/;Москва;rent;flat;10;25;1;19.8;60000;0;Западное Дегунино;Базовская ;15Бк1;Грачёвская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313914855/;Москва;rent;flat;5;8;5;254.0;3000000;0;Хамовники;Зубовская ;7;Парк Культуры
Алена Ефименко;realtor;https://www.cian.ru/rent/flat/304346360/;Москва;rent;flat;15;21;2;60.0;80000;0;Чертаново Южное;Варшавское шоссе;160к3;Аннино
ДОМ.РФ Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312622458/;Москва;rent;flat;12;13;2;70.0;164800;0;Филевский парк; Василисы Кожиной;13;Парк Победы
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313642114/;Москва;rent;flat;40;44;3;91.0;280000;0;Пресненский;Ходынская ;2;Улица 1905 года
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313755734/;Москва;rent;flat;3;5;2;44.0;67900;0;Люблино;Таганрогская ;6С2;Волжская
EXCLUSIVE CITY;real_estate_agent;https://www.cian.ru/rent/flat/314061222/;Москва;rent;flat;22;65;2;105.0;350000;0;Пресненский;набережная Пресненская;8с1;Деловой центр
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313144871/;Москва;rent;flat;2;14;1;28.8;44800;0;;проспект Куприна;38к1;Потапово
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312716039/;Москва;rent;flat;4;6;2;140.0;450000;0;Хамовники;Бутиковский переулок;3;Парк Культуры
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/310996971/;Москва;rent;flat;2;5;1;30.0;65000;0;Академический; Кржижановского;24/35К4;Профсоюзная
Вертикаль;real_estate_agent;https://www.cian.ru/rent/flat/313734249/;Москва;rent;flat;8;19;2;50.0;100000;0;Покровское-Стрешнево;Волоколамское шоссе;95/2к2;Трикотажная
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312150287/;Москва;rent;flat;4;19;2;57.0;100000;0;Солнцево;Производственная ;10к2;Солнцево
ID 15739681;unknown;https://www.cian.ru/rent/flat/314027364/;Москва;rent;flat;11;14;1;40.1;56000;0;Царицыно;Кантемировская ;31К4;Кантемировская
Ма-Трёшка;real_estate_agent;https://www.cian.ru/rent/flat/313096699/;Москва;rent;flat;9;16;1;19.0;65000;0;Даниловский; Архитектора Щусева;5к1;ЗИЛ
ID 28113312;unknown;https://www.cian.ru/rent/flat/313436843/;Москва;rent;flat;2;33;2;38.0;125000;0;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха
Идеальный Вариант;real_estate_agent;https://www.cian.ru/rent/flat/243195273/;Москва;rent;flat;2;6;2;43.0;87990;0;Даниловский;Автозаводская ;23С928;ЗИЛ
Urban Heights Moscow City;real_estate_agent;https://www.cian.ru/rent/flat/308187507/;Москва;rent;flat;16;21;-1;60.0;210000;0;Пресненский;набережная Пресненская;10с2;Москва-Сити
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/310422783/;Москва;rent;flat;3;7;-1;50.0;135000;0;Басманный;Нижняя Красносельская ;35С2;Бауманская
Руслан Кадиров;realtor;https://www.cian.ru/rent/flat/313179086/;Москва;rent;flat;19;36;2;55.0;160000;0;Хорошево-Мневники;Шелепихинская набережная;34к3зд6;Шелепиха
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313876657/;Москва;rent;flat;10;12;3;110.0;700000;0;Хамовники; Ефремова;10с1к4/1;Фрунзенская
EstateLiga;real_estate_agent;https://www.cian.ru/rent/flat/313710019/;Москва;rent;flat;9;32;1;27.0;60000;0;Нижегородский;Газгольдерная ;10;Нижегородская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/308952442/;Москва;rent;flat;9;12;-1;239.0;800000;0;Раменки; Улофа Пальме;7;Минская
AGORA;real_estate_agent;https://www.cian.ru/rent/flat/313244995/;Москва;rent;flat;4;30;1;30.0;75000;0;Пресненский;Шмитовский проезд;39к2;Шелепиха
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/304568691/;Москва;rent;flat;6;9;2;62.0;350000;0;Тверской;1-я Тверская-Ямская ;2;Маяковская
YES;official_representative;https://www.cian.ru/rent/flat/310494772/;Москва;rent;flat;8;16;-1;27.0;76950;0;Митино;Митинская ;16;Митино
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/311849062/;Москва;rent;flat;7;7;4;150.0;500000;0;Арбат;Трубниковский переулок;13С1;Смоленская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313240508/;Москва;rent;flat;11;13;2;62.0;280000;0;Пресненский;Большая Садовая ;5к2;Маяковская
ID 82129376;homeowner;https://www.cian.ru/rent/flat/305957404/;Москва;rent;flat;19;20;2;75.0;130000;0;Обручевский; Новаторов;6;Новаторская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312777968/;Москва;rent;flat;2;7;4;90.0;260000;0;Пресненский;Богословский переулок;3;Тверская
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/309523567/;Москва;rent;flat;2;6;4;160.0;900000;0;Хамовники;переулок Коробейников;1;Парк Культуры
Тимур Данилян;realtor;https://www.cian.ru/rent/flat/299418085/;Москва;rent;flat;19;33;2;38.0;75000;0;Нижегородский;Новохохловская ;15к3;Калитники
Urban Heights Moscow City;real_estate_agent;https://www.cian.ru/rent/flat/277999677/;Москва;rent;flat;62;75;-1;52.0;200000;0;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити
ID 91109179;real_estate_agent;https://www.cian.ru/rent/flat/294458860/;Москва;rent;flat;28;78;2;60.0;230000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
Бизнес Аренда;real_estate_agent;https://www.cian.ru/rent/flat/283586965/;Москва;rent;flat;2;15;1;33.0;99500;0;Хорошевский;Ходынский бульвар;2;ЦСКА
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312481907/;Москва;rent;flat;4;13;2;92.0;400000;0;Арбат; Новый Арбат;32;Смоленская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/313829147/;Москва;rent;flat;3;5;4;103.0;310000;0;Мещанский;переулок Пушкарев;11;Сухаревская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313236491/;Москва;rent;flat;5;9;3;80.0;150000;0;Ломоносовский; Марии Ульяновой;9К2;Новаторская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312355314/;Москва;rent;flat;16;18;5;329.0;600000;0;Якиманка; Шаболовка;23к5;Шаболовская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312553971/;Москва;rent;flat;3;8;5;220.0;700000;0;Хамовники;1-й Зачатьевский переулок;5;Парк Культуры
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313859019/;Москва;rent;flat;1;3;3;163.0;800000;0;Хамовники;2-й Зачатьевский переулок;13;Кропоткинская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313026305/;Москва;rent;flat;10;10;4;250.0;1600000;0;Тверской; Фадеева;4А;Новослободская
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/314044458/;Москва;rent;flat;9;14;1;26.0;50000;0;Молжаниновский;Ленинградское шоссе;228к7;Химки
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/310694324/;Москва;rent;flat;5;14;1;45.0;55000;0;Братеево;Алма-Атинская ;8К1;Алма-Атинская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/309049517/;Москва;rent;flat;3;10;1;50.0;250000;0;Басманный;Чистопрудный бульвар;12К4;Чистые пруды
